ęzỳkъ	bulgarian	ezík	ɛˈzik			
līzàti	bulgarian	líža	ˈliʒə			
obolkъ	bulgarian	óblak	ˈɔblək			
mьglà	bulgarian	măglá	mɐˈɡɫa			
žalь	bulgarian	žal	ʒaɫ			
novákъ	bulgarian	novák	noˈvak			
lemežь	bulgarian	leméž	lɛˈmɛʃ			
svętъ	bulgarian	svet	svɛt			
tьlěti	bulgarian	tléja	ˈt̪lɛjə			
čь̀rnъ	bulgarian	čéren	ˈtʃɛrɛn			
mьstiti	bulgarian	măstjá	mɐsˈtʲa			
čùdo	bulgarian	čúdo	ˈtʃudo			
letěti	bulgarian	letjá	lɛˈtʲɤ			
tęgъ	bulgarian	tjága	ˈtʲaɡə			
pelenà	bulgarian	pelená	pɛlɛˈna			
ȅsenь	bulgarian	jésen	ˈjɛsɛn			
nosìti	bulgarian	nósja	ˈnɔsʲə			
zabordlo	bulgarian	zabrálo	zɐˈbraɫo̝			
zīmà	bulgarian	zíma	ˈzimə			
mȏrkъ	bulgarian	mrak	mrak			
vodìti	bulgarian	vódja	ˈvɔdʲə			
žìca	bulgarian	žíca	ˈʒit͡sə			
però	bulgarian	peró	pɛˈrɔ			
pь̀rstъ	bulgarian	prăst	prɤst			
vozìti	bulgarian	vózja	ˈvɔzʲə			
tě̀mę	bulgarian	téme	ˈt̪ɛmɛ			
kortъkъ	bulgarian	krátăk	ˈkratək			
obětjati	bulgarian	obeštája	o̝bɛˈʃt̪ajə			
činìti	bulgarian	čínja	ˈtʃinʲə			
rỳti	bulgarian	ríja	ˈrijə			
brъsnǫti	bulgarian	brắsna	ˈbrɤsnə			
těsnъ	bulgarian	tésăn	ˈt̪ɛsən			
xabiti	bulgarian	xabjá	xabˈja			
mъxъ	bulgarian	măx	mɤ			
pěsъ̀kъ	bulgarian	pjásăk	ˈpʲasək			
žȅlǫdь	bulgarian	žélăd	ˈʒɛɫət̪			
osìna	bulgarian	jèsika	ˈjesikə			
pǫpъkъ	bulgarian	păp	pɤp			
mèčь	bulgarian	meč	mɛt͡ʃ			
bьlnovati	bulgarian	bălnúvam	bəɫˈnuvəm			
lonò	bulgarian	lóno	ˈlɔno			
gъrno	bulgarian	gărné	ɡɤrˈnɛ			
glezna	bulgarian	glézen	ˈɡlɛzɛn			
gleznъ	bulgarian	glézen	ˈɡlɛzɛn			
ostrъ	bulgarian	óstăr	ˈɔstɤr			
grę̄dà	bulgarian	gredá	ɡrɛˈd̪ɤ			
vixъrъ	bulgarian	víxăr	ˈvi			
bě́lъ	bulgarian	bjal	bʲal			
lьněnъ	bulgarian	lénen	ˈlɛnɛn			
xorbrъ	bulgarian	xrábăr	ˈxrabər			
pȍrsę	bulgarian	prasé	prəˈsɛ			
lě̑xà	bulgarian	lehá	lɛˈxa			
bȏlgo	bulgarian	blágo	ˈblaɡo			
gojiti	bulgarian	gojá	ɡoˈja			
groziti	bulgarian	grozjá	ɡroˈzʲa			
òrmo	bulgarian	rámo	ˈramo			
vь̀lna	bulgarian	vắlna	ˈvɤlna			
perdъ	bulgarian	pred	prɛt			
orz	bulgarian	raz-	raz			
zьjati	bulgarian	zéja	ˈzɛjə			
tręsti	bulgarian	tresá	trɛˈsɤ			
ěrъka	bulgarian	járka	ˈjarkə			
ěrьcь	bulgarian	járec	ˈjarɛt͡s			
pǫ́tь	bulgarian	păt	pɤt̪			
pòrgъ	bulgarian	prag	prak			
bìdlo	bulgarian	bílo	ˈbiɫo̝			
žędьnъ	bulgarian	žáden	ˈʒadɛn			
luspa	bulgarian	ljúspa	ˈlʲuspə			
dyxati	bulgarian	díšam	ˈd̪iʃəm			
òrmę	bulgarian	rámo	ˈramo			
ěxati	bulgarian	jáxam	ˈjaxam			
vysòkъ	bulgarian	visók	viˈsɔk			
drebьnъ	bulgarian	drében	ˈdrɛbɛn			
monisto	bulgarian	manísto	mɐˈnist̪o̝			
krajь	bulgarian	kraj	kraj			
kuka	bulgarian	kúka	ˈkukə			
krỳti	bulgarian	kríja	ˈkrijə			
dь̑nь	bulgarian	den	dɛn			
osà	bulgarian	osá	oˈsa			
rȗdъ	bulgarian	rud	ˌrud̪			
proti	bulgarian	protív	proˈt̪if			
mě̑sìti	bulgarian	mésja	ˈmɛsʲə			
osa	bulgarian	jèsika	ˈjesikə			
kòrsta	bulgarian	krásta	ˈkrastə			
dětę	bulgarian	deté	dɛˈtɛ			
kopa	bulgarian	kopá	koˈpa			
oràti	bulgarian	orá	oˈra			
dérnъ	bulgarian	drjan	drʲan			
bojati sę	bulgarian	bojá se	boˈja sɛ			
blekъ	bulgarian	blek	ˈblɛk			
pěga	bulgarian	péga	ˈpɛɡə			
dòlnь	bulgarian	dlan	dlan			
ǫ̑gъlъ	bulgarian	ắgăl	ˈɤɡəl			
vojь	bulgarian	vojník	vɔjˈnik			
grǫbъ	bulgarian	grub	ɡrub			
nicь	bulgarian	nícọm	ˈnit͡sɔm			
perkъ	bulgarian	prjak	prʲak			
sadìti	bulgarian	sadjá	sɐˈdʲa			
zьdь	bulgarian	zid	zit			
zȏbь	bulgarian	zob	zob			
sь̑rdьce	bulgarian	sărcé	sɤrˈt͡sɛ			
esètrъ	bulgarian	esétra	ɛˈsɛtrə			
pasti	bulgarian	pasá	pɐˈsɤ			
čęstъ	bulgarian	čésto	ˈtʃɛsto			
sьrna	bulgarian	sărná	sərˈna			
àgnę	bulgarian	ágne	ˈaɡnɛ			
ovьnъ	bulgarian	ovén	oˈvɛn			
ovь̀sъ	bulgarian	ovés	oˈvɛs			
rějati	bulgarian	réja	ˈrɛjə			
bȏlь	bulgarian	bol	bɔl			
dȅsnъ	bulgarian	désen	ˈdɛsɛn			
dъva	bulgarian	dva	d̪və			
okъnò	bulgarian	oknó	oˈknɔ			
ležàti	bulgarian	ležá	lɛˈʒɤ			
mȇdъ	bulgarian	med	mɛt			
kovati	bulgarian	ková	koˈvɤ			
do	bulgarian	do	dɔ			
bliscati	bulgarian	bljáskam	ˈblʲaskəm			
kǫtati	bulgarian	kắtam	ˈkɤtam			
rȏdъ	bulgarian	rod	rɔt			
na	bulgarian	na	na			
kosà	bulgarian	kosá	koˈsa			
azъ	bulgarian	az	as			
dь̀lgъ	bulgarian	dắlăg	ˈdɤləɡ			
dobrъ	bulgarian	dobắr	dɔˈbɤr			
stàrъ	bulgarian	star	star			
glumъ	bulgarian	glúma	ˈɡlumə			
varìti	bulgarian	varjá	vəˈrʲa			
serdà	bulgarian	sredá	srɛˈd̪ɤ			
kysělъ	bulgarian	kísel	ˈkʲisɛɫ			
orkỳta	bulgarian	rakíta	rɐˈkʲit̪ə			
voinъ	bulgarian	vojník	vɔjˈnik			
duplò	bulgarian	dúplo	ˈduplo			
bràtъ	bulgarian	brat	brat			
pri	bulgarian	pri	pri			
xȏdъ	bulgarian	xod	xɔd			
žìto	bulgarian	žíto	ˈʒit̪o̝			
dě̀va	bulgarian	déva	ˈd̪ɛvə			
krě̀slo	bulgarian	kresló	krɛˈslɔ			
obьtjь	bulgarian	obšt	o̝bʃt̪			
polìca	bulgarian	políca	poˈlit͡sə			
nogà	bulgarian	nogá	noˈɡa			
mìlъ	bulgarian	mil	miɫ			
vь̀rxъ	bulgarian	vrăx	vrɤx			
olni	bulgarian	láni	ˈlani			
blě̑dъ	bulgarian	bled	blɛt			
nevě̀sta	bulgarian	nevésta	nɛˈvɛstə			
ȍlkъtъ	bulgarian	lákăt	ˈlakət̪			
tvorìti	bulgarian	tvoríti	t̪voˈrit̪i			
mě̀sto	bulgarian	mjásto	ˈmʲasto			
zъly	bulgarian	zắlva	ˈzɤlvə			
materьnъ	bulgarian	matórnyj	mɐˈt̪ɔɾnʲij			
męti	bulgarian	mắna	mɤnə			
děliti	bulgarian	deljá	dɛˈlʲɤ			
čersъ	bulgarian	črez	tʃrɛs			
žarъ	bulgarian	žar	ʒar			
xoldьnъ	bulgarian	hláden	ˈhlɑdɛn			
žezlò	bulgarian	žézăl	ˈʒɛzəɫ			
sě̀verъ	bulgarian	séver	ˈsɛvɛr			
dỳmъ	bulgarian	dim	dim			
kuzn̨a	bulgarian	kúznja	ˈkuznʲə			
ploskъ	bulgarian	plósăk	ˈplɔsək			
raditi	bulgarian	radjá	rəˈdʲa			
kozьlъ	bulgarian	kozél	koˈzɛɫ			
želza	bulgarian	žlezá	ʒlɛˈza			
plàviti	bulgarian	plávja	ˈpɫavʲə			
ěrostь	bulgarian	járost	ˈjarost			
bolnъ	bulgarian	bljan	ˈblʲan			
gъ̀rdlo	bulgarian	gắrlo	ˈɡɤrɫo			
grivьna	bulgarian	grívna	ˈɡrivnə			
deltò	bulgarian	dletó	dlɛˈtɔ			
družìna	bulgarian	družína	druˈʒinə			
kъn	bulgarian	kăm	kɤm			
lovìti	bulgarian	lovjá	loˈvʲa			
klějь	bulgarian	klej	ˈklɛj			
kyxati	bulgarian	kíxam	ˈkixəm			
gnȏjь	bulgarian	gnoj	ˈɡnɔj			
sȏlь	bulgarian	sol	sɔɫ			
pь̀strъ	bulgarian	pắstăr	pɐsˈtɤr			
ludъ	bulgarian	lud	lut			
gumьnò	bulgarian	gúmno	ˈɡumno̝			
grě́xъ	bulgarian	grjach	ɡrʲatʃ			
nìščь	bulgarian	ništ	niʃt̪			
bъděti	bulgarian	bdja	ˈbdʲa			
četvьrtъ	bulgarian	četvắrti	t͡ʃɛtˈvɤrt̪i			
vòl̨a	bulgarian	vólja	ˈvɔlʲə			
tajìti	bulgarian	tajá	t̪ɐˈa			
jùgъ	bulgarian	jug	juk			
vodà	bulgarian	vodá	voˈd̪a			
mèrža	bulgarian	mréža	ˈmrɛʒə			
ězda	bulgarian	jazdá	jɐzˈd̪ɤ			
ajьce	bulgarian	jajcé	jajˈt͡sɛ			
lě̑vъ	bulgarian	ljav	lʲav			
čarъ	bulgarian	čar	ˈtʃar			
mě̀sęcь	bulgarian	mésec	ˈmɛsɛt͡s			
krīdlò	bulgarian	kriló	kriˈlɔ			
šȇstь	bulgarian	šest	ˈʃɛsti			
arь̀mъ	bulgarian	jarém	jəˈrɛm			
bъ̀dr̨ь	bulgarian	bódăr	ˈbɔdər			
svekrъ	bulgarian	svékăr	ˈsvɛkər			
rosà	bulgarian	rosá	roˈsɤ			
žerbьjь	bulgarian	žrébie	ˈʒrɛbiɛ			
ortь	bulgarian	rat	ˈrat̪			
dàti	bulgarian	dam	dam			
jьgъlà	bulgarian	iglá	iˈɡla			
plàkati	bulgarian	pláča	ˈpɫatʃə			
bričь	bulgarian	brič	britʃ			
šurь	bulgarian	šúrej	ˈʃurɛj			
piskorь	bulgarian	piskál	pisˈkaɫ			
drě̄màti	bulgarian	drémja	ˈd̪rɛmʲə			
lǫ̑kъ	bulgarian	lăk	lɤk			
morà	bulgarian	morá	moˈra			
pь̑nь	bulgarian	păn	pɤn			
slùšati	bulgarian	slúšam	ˈsɫuʃəm			
mь̀čь	bulgarian	meč	mɛt͡ʃ			
glìva	bulgarian	gliva	ɡliva			
dūxàti	bulgarian	duxam	duˈxam			
mȏstъ	bulgarian	most	mɔst			
gyža	bulgarian	gíža	ˈɡʲiʒə			
gȏstь	bulgarian	gost	ˌɡɔst̪			
matorьnъ	bulgarian	matórnyj	mɐˈt̪ɔɾnʲij			
lь̑nъ	bulgarian	len	lʲɛn			
glàdъkъ	bulgarian	gládăk	ˈɡladək			
stòlъ	bulgarian	stol	stɔl			
krǫglъ	bulgarian	krắgăl	ˈkrɤɡəl			
zȍlto	bulgarian	zláto	ˈzlato			
olbǭdь	bulgarian	lébed	ˈlɛbɛt			
lìpa	bulgarian	lipá	lʲiˈpa			
sъ	bulgarian	s(ăs)	sɤs			
slȍvo	bulgarian	slóvo	ˈslɔvo			
kǫ̑sъ	bulgarian	kăs	kɤs			
xabьnъ	bulgarian	xáben	ˈxabɛn			
mòrzъ	bulgarian	mraz	mras			
akъjь	bulgarian	jakyj	ˈjakʲi			
àsъtrě̄bъ	bulgarian	jástreb	ˈjastrɛb			
soxà	bulgarian	soxá	soˈxa			
ob	bulgarian	o	ˌɔ			
kùpъ	bulgarian	kup	kup			
gъrnъ	bulgarian	gărné	ɡɤrˈnɛ			
gǫžь	bulgarian	găž	ɡɤʃ			
čьto	bulgarian	što	ʃtɔ			
kyprъ	bulgarian	kípăr	ˈkipər			
bràtrъ	bulgarian	brat	brat			
ot	bulgarian	ot	ɔt̪			
emešь	bulgarian	émeš	ˈɛmɛʃ			
kъrma	bulgarian	kărmá	kərˈma			
loky	bulgarian	lókva	ˈlɔkvə			
lěnìvъ	bulgarian	lenív	lɛˈnif			
bojaznь	bulgarian	bojázăn	boˈjazən			
mě̀dь	bulgarian	med	mɛt			
pȍl̨e	bulgarian	polé	poˈlɛ			
pręsti	bulgarian	predá	prɛˈd̪a			
gъrba	bulgarian	grăb	ɡrɤp			
xomǫtъ	bulgarian	xomót	xoˈmɔt̪			
edvà	bulgarian	edvá	ɛdˈva			
krъvьnъ	bulgarian	krắven	krɤvɛn			
bě̄dà	bulgarian	bedá	bɛˈd̪a			
drъ̏vo	bulgarian	dărvó	dɤrˈvɔ			
sȏkъ	bulgarian	sok	sɔk			
prъskati	bulgarian	prắska	prɤˈska			
kъ	bulgarian	kăm	kɤm			
drobь	bulgarian	drob	drɔp			
tvьrdь	bulgarian	tvărd	tvɤrd			
sìto	bulgarian	síto	ˈsito			
sъlojь	bulgarian	sloj	slɔj			
kaliti	bulgarian	kaljá	kɐˈlʲa			
pȏrxъ	bulgarian	prax	prax			
olbǭtь	bulgarian	lébed	ˈlɛbɛt			
měšъkъ	bulgarian	mjax	ˈmʲax			
belená	bulgarian	bljan	ˈblʲan			
stьblò	bulgarian	stăbló	staˈblɔ			
glěnь	bulgarian	glen	ɡlɛn			
pīščàti	bulgarian	pískam	ˈpiskəm			
grǫ̑dь	bulgarian	grăd	ɡrɤt			
vòn̨ь	bulgarian	vonjá	voˈnʲa			
čьrtà	bulgarian	čertá	tʃɛrˈt̪a			
kogъdy	bulgarian	kogá	koˈɡa			
bebrъ	bulgarian	bóbăr	ˈbɔbər			
jьgrь	bulgarian	igrá	iˈɡra			
xromъ	bulgarian	xrom	xrɔm			
ędrъ	bulgarian	édăr	ˈɛdɤr			
dojidlo	bulgarian	dójlo	ˈd̪ɔjɫo̝			
òlkomъ	bulgarian	lákom	ˈlakom			
korenь	bulgarian	kóren	ˈkɔrɛn			
mȃstь	bulgarian	másti	ˈmasti			
brȏdъ	bulgarian	brod	brɔt			
žьltъ	bulgarian	žălt	ʒɤlt			
mǫ́drъ	bulgarian	mắdăr	mɤt			
bòlto	bulgarian	bláto	ˈblato			
pàdati	bulgarian	pádam	ˈpad̪əm			
dūšà	bulgarian	dušá	d̪uˈʃa			
làziti	bulgarian	lázja	ˈlazʲə			
žàba	bulgarian	žába	ˈʒabə			
nogъtь	bulgarian	nókăt	ˈnɔkɤt̪			
mojь	bulgarian	moj	mɔj			
jьgra	bulgarian	igrá	iˈɡra			
žeravь	bulgarian	žérav	ˈʒɛrav			
znàti	bulgarian	znam	znam			
bordatъ	bulgarian	bradát	brəˈd̪ɤt̪			
zobàti	bulgarian	zóbam	ˈzɔbəm			
avě	bulgarian	áve	ˈavɛ			
bìti	bulgarian	bíja	ˈbijə			
motati	bulgarian	motája	moˈt̪ajə			
sъmьrtь	bulgarian	smărt	smrɤt̪			
sušìti	bulgarian	sušá	soˈʃa			
ni	bulgarian	ni	ni			
orbъ	bulgarian	rab	rab			
mitě	bulgarian	mitó	miˈtɔ			
tǭgà	bulgarian	tăgá	tuˈɡa			
karati	bulgarian	káram	ˈkarəm			
bodъlь	bulgarian	bodél	boˈd̪ɛɫ			
prijatelь	bulgarian	prijátel	priˈjatɛl			
gorьkъ	bulgarian	górăk	ˈɡɔrik			
žȋvъ	bulgarian	živ	ʒif			
bliskati	bulgarian	bljáskam	ˈblʲaskəm			
mъrmъrati	bulgarian	mărmórja	mrɐrˈmɔrʲə			
būčàti	bulgarian	bučá	buˈtʃa			
mě̄zgà	bulgarian	măzgá	mɐˈzɡa			
gromada	bulgarian	gromáda	ɡroˈmad̪ə			
elbǭtь	bulgarian	lébed	ˈlɛbɛt			
stìgnǫti	bulgarian	stígna	ˈstiɡnə			
gъrbъ	bulgarian	grăb	ɡrɤp			
dristati	bulgarian	drískam	ˈdriskəm			
rǫ̑bъ	bulgarian	răb	rɤp			
sǫ-	bulgarian	să-	sɤ			
žьrьcь	bulgarian	žrec	ʒrɛt͡s			
kòža	bulgarian	kóža	ˈkɔʒə			
svòrka	bulgarian	svráka	ˈsvrakə			
dva	bulgarian	dva	d̪və			
ě̀zva	bulgarian	jázva	ˈjazvə			
jьmàti	bulgarian	ímam	ˈiməm			
krȍsno	bulgarian	krosnó	krɔsˈnɔ			
bъ̀drъ	bulgarian	bódăr	ˈbɔdər			
màkъ	bulgarian	mak	ˈmakə			
bèrmę	bulgarian	bréme	ˈbrɛmɛ			
syrovъ	bulgarian	suróv	soˈrɔv			
strǫkъ	bulgarian	străk	strɤk			
àma	bulgarian	jáma	ˈjamə			
čь̑stь	bulgarian	čest	tʃɛst̪			
bȏlgъ	bulgarian	blag	blak			
malъkъ	bulgarian	málăk	ˈmaɫ			
krasti	bulgarian	kradá	kraˈdə			
pěšь	bulgarian	peš	pɛʃ			
glȗxъ	bulgarian	glux	ɡlux			
strujà	bulgarian	strúja	ˈstrujə			
podъ	bulgarian	pod	pɔt			
basnь	bulgarian	básnja	ˈbasnʲə			
kǫ́tъ	bulgarian	kăt	ˈkɤt̪			
sě̀jati	bulgarian	séja	ˈsɛjə			
česnъ	bulgarian	čésăn	ˈtʃɛsən			
norvъ	bulgarian	nrav	nraf			
stȃnъ	bulgarian	stan	stan			
bьlniti	bulgarian	bălnúvam	bəɫˈnuvəm			
kǫdě	bulgarian	kădé	kɐˈd̪ɛ			
polšiti	bulgarian	pláša	ˈpɫaʃə			
lisìca	bulgarian	lisíca	lʲiˈsit͡sə			
vorta	bulgarian	vratá	vrəˈta			
čàsъ	bulgarian	čas	tʃas			
seló	bulgarian	sélo	ˈsɛlo			
ȍko	bulgarian	okó	oˈkɔ			
sъmè̌ti	bulgarian	sméja	ˈsmɛjə			
làpa	bulgarian	lápa	ˈlapə			
rodìti	bulgarian	rodjá	roˈdʲa			
dīvìti	bulgarian	divjá	diˈvʲa			
ūstà	bulgarian	ustá	usˈta			
koltiti	bulgarian	klátja	ˈkɫatʲə			
volstь	bulgarian	vlast	ˈvlasti			
gǫgn̨avъ	bulgarian	găgnív	ɡəɡˈnif			
trāvà	bulgarian	travá	t̪rɐˈva			
brъknǫti	bulgarian	brắsna	ˈbrɤsnə			
devętъ	bulgarian	devéti	d̪ɛˈvɛt̪i			
kurъ	bulgarian	kur	kur			
zьlčь	bulgarian	zlăč	zlɤtʃ			
ògn'ь	bulgarian	ógăn	ˈɔɡɤn			
luskati	bulgarian	l'úskam	ˈluskəm			
bàjati	bulgarian	bája	ˈbajə			
pīskàti	bulgarian	pískam	ˈpiskəm			
sъtȏ	bulgarian	sto	stɔ			
tàjati	bulgarian	tája	ˈt̪ajə			
gně̀vъ	bulgarian	gnjav	ɡnʲaf			
klekotati	bulgarian	klekǫ́čem	klɛkˈontʃɛm			
diriti	bulgarian	dírja	ˈd̪iɾʲə			
grějati	bulgarian	gréja	ˈɡrɛjə			
větjati	bulgarian	veštája	vɛʃˈt̪ajə			
sъdòrvъ	bulgarian	zdrav	zdraf			
estь	bulgarian	e	ɛ			
līcè	bulgarian	licé	liˈt͡sɛ			
ovъ	bulgarian	óvi	ˈɔvi			
rǫbìti	bulgarian	rắbja	rəˈbʲa			
ȍlovo	bulgarian	élavo	ˈɛləvo			
žьzlъ	bulgarian	žézăl	ˈʒɛzəɫ			
mę̑so	bulgarian	mesó	mɛˈsɔ			
gatati	bulgarian	gatam	ˈɡatam			
mъknǫti	bulgarian	mắkna	mɤˈkna			
dьrati	bulgarian	derá	dɛˈra			
pìti	bulgarian	píja	ˈpijə			
myto	bulgarian	míto	ˈmito			
bьbrъ	bulgarian	bóbăr	ˈbɔbər			
bodàti	bulgarian	bodá	bɔˈdə			
kydnǫti	bulgarian	kína	ˈkinə			
trudъ	bulgarian	trud	trud			
medju	bulgarian	meždú	mɛˈʒdu			
būdìti	bulgarian	búdja	ˈbudʲə			
krǫpъ	bulgarian	krăp	krɤp			
plesti	bulgarian	pletá	plɛˈt̪ɤ			
elbedь	bulgarian	lébed	ˈlɛbɛt			
stȏržь	bulgarian	straž	straʒ			
ese	bulgarian	esé	ɛˈsɛ			
kazati	bulgarian	káža	ˈkaʒə			
topìti	bulgarian	topjá	toˈpʲa			
pèlva	bulgarian	pljáva	ˈplʲavə			
gǫgnavъ	bulgarian	găgnív	ɡəɡˈnif			
vъn	bulgarian	v	v			
dupę	bulgarian	dúpe	ˈd̪upɛ			
proverti	bulgarian	provrá	proˈvrɤ			
snuti	bulgarian	snová	snoˈva			
porà	bulgarian	póra	ˈpɔrə			
sy̑nъ	bulgarian	sin	sin			
l̨ūbìti	bulgarian	ljúbja	ˈlʲubʲə			
grìva	bulgarian	gríva	ˈɡrivə			
bȇrgъ	bulgarian	brjag	brʲak			
òdrъ	bulgarian	ódăr	ˈɔdɤr			
edinakъ	bulgarian	edín	ɛˈdin			
mě̀riti	bulgarian	mérja	ˈmɛrʲə			
kъde	bulgarian	gde	ɡdɛ			
drobìti	bulgarian	drobjá	droˈbʲa			
pȗstъ	bulgarian	pust	pust			
àblo	bulgarian	jáblo	ˈjablo			
māxàti	bulgarian	máxam	ˈmaxam			
vȏlkъ	bulgarian	vlak	vlak			
gně̄zdò	bulgarian	gnezdó	ɡnɛzˈd̪ɔ			
àstrě̄bъ	bulgarian	jástreb	ˈjastrɛb			
zь̀rno	bulgarian	zắrno	ˈzɤrno			
čędo	bulgarian	čédo	ˈtʃɛd̪o̝			
tęga	bulgarian	tjága	ˈtʲaɡə			
kъ̀rpa	bulgarian	kắrpa	ˈkɤrpa			
mogtь	bulgarian	mošt	ˌmɔʃt̪			
pa	bulgarian	po	po			
kysati	bulgarian	kísel	ˈkʲisɛɫ			
ě̀snъ	bulgarian	jásen	ˈjasɛn			
dě̀lo	bulgarian	délo	ˈdɛlo			
pь̑rstь	bulgarian	prăst	prɤst			
my	bulgarian	mi	mi			
òlčьnъ	bulgarian	álčen	ˈaltʃɛn			
lȇdъ	bulgarian	led	lɛt			
bě̀gati	bulgarian	bjágam	ˈbʲaɡəm			
nъ	bulgarian	nă	na			
vědrò	bulgarian	vedró	vɛˈdrɔ			
brìti	bulgarian	bríja	ˈbrijə			
dǫ̑bъ	bulgarian	dăb	dap			
cě̑vь	bulgarian	cev	t͡sɛv			
smьjàti	bulgarian	sméja se	ˈsmɛjə sɛ			
dȗxъ	bulgarian	dux	dux			
glezno	bulgarian	glézen	ˈɡlɛzɛn			
sèdmъ	bulgarian	sédmi	ˈsɛd̪mi			
pletjè	bulgarian	pléšti	ˈplɛʃt̪i			
godьnъ	bulgarian	góden	ˈɡɔd̪ɛn			
sěkti	bulgarian	seká	sɛˈkɤ			
gàdъ	bulgarian	gad	ɡat			
dolъ	bulgarian	dol	dɔl			
kotìti sę	bulgarian	kótja	ˈkɔtʲə			
gàziti	bulgarian	gázja	ˈɡazʲə			
trȗpъ	bulgarian	trup	trup			
pozdьnъ	bulgarian	pózden	ˈpɔzdɛn			
ěža	bulgarian	jaz	ja			
nȅbo	bulgarian	nebé	nɛˈbɛ			
jь̑go	bulgarian	ígo	ˈiɡo			
dьrzъkъ	bulgarian	dắrzăk	ˈdɤrzək			
debelъ	bulgarian	debél	dɛˈbɛl			
četỳre	bulgarian	četíri	tʃɛˈt̪iɾi			
nozdra	bulgarian	nózdra	ˈnɔzdrə			
lǭkà	bulgarian	lăká	ˈlɤkə			
làska	bulgarian	láska	ˈlaskə			
košer̨a	bulgarian	košára	koˈʃarə			
tьma	bulgarian	tămá	taˈma			
krotъkъ	bulgarian	krótăk	ˈkrɔtək			
gryzati	bulgarian	grizá	ɡriˈza			
sovà	bulgarian	sóva	ˈsɔvə			
cě̑lъ	bulgarian	cjal	ˈt͡sʲaɫ			
lъgati	bulgarian	lắža	lɔʒə			
neže	bulgarian	néže	ˈnɛʒɛ			
čerzъ	bulgarian	črez	tʃrɛs			
ǫ̀zlъ	bulgarian	vắzel	ˈvɤzɛl			
divьnъ	bulgarian	díven	ˈdivɛn			
òlkomъjь	bulgarian	lákom	ˈlakom			
luščiti	bulgarian	ljúštja	ˈlʲuʃtʲə			
sijàti	bulgarian	sijája	siˈjajə			
ěbàti	bulgarian	jebá	jɛˈba			
bolniti	bulgarian	blenúvam	blɛˈnuvəm			
jesìka	bulgarian	jèsika	ˈjesikə			
vę̄zàti	bulgarian	véza	ˈvɛzə			
kašl̨ati	bulgarian	kášlja	ˈkaʃlʲə			
vьlgъkъ	bulgarian	vóhkyj	ˈvɔxkʲij			
grubъ	bulgarian	grub	ɡrub			
miglъ	bulgarian	măglá	mɐˈɡɫa			
ędza	bulgarian	enzá	ɛnˈza			
čìstiti	bulgarian	čístja	ˈtʃistʲə			
paziti	bulgarian	pázja	ˈpazʲə			
bȏrъ	bulgarian	bor	ˈbɔr			
šibati	bulgarian	šíbam	ˈʃibəm			
glīstà	bulgarian	glist	ɡlist			
svьrběti	bulgarian	sărbí	sɤrˈbi			
dupa	bulgarian	dúpe	ˈd̪upɛ			
pǫpъ	bulgarian	păp	pɤp			
poltьnò	bulgarian	platnó	platˈnɔ			
gǫgnati	bulgarian	gắgna	ɡɤɡnaˈ			
ȁsenь	bulgarian	jásen	ˈjasɛn			
lože	bulgarian	lóže	ˈlɔʒɛ			
korỳto	bulgarian	koríto	koˈrito			
kyselъ	bulgarian	kísel	ˈkʲisɛɫ			
zъlъ	bulgarian	zăl	zɤl			
sòldъkъ	bulgarian	sládăk	ˈsladək			
cě̄nìti	bulgarian	cenjá	t͡sɛˈnʲa			
rę̑dъ	bulgarian	red	rɛt			
sěsti	bulgarian	sjádam	ˈsʲad̪əm			
zȏbъ	bulgarian	zob	zob			
lìti	bulgarian	léja	ˈlɛjə			
čemerika	bulgarian	čemeríka	tʃɛmɛˈrikə			
jьměti	bulgarian	ímam	ˈiməm			
nȏktь	bulgarian	nošt	nɔʃt			
bьlnъ	bulgarian	buníka	buˈnikə			
berstъ	bulgarian	brjast	ˈbrʲast̪			
čérdъ	bulgarian	čerdá	tʃɛrˈd̪a			
česno	bulgarian	čésăn	ˈtʃɛsən			
žezlъ	bulgarian	žézăl	ˈʒɛzəɫ			
glota	bulgarian	glóta	ˈɡlɔtə			
mùxa	bulgarian	muxá	muˈxa			
ězъ	bulgarian	jaz	jaz			
zìnǫti	bulgarian	zína	ˈzinə			
avьnъ	bulgarian	jáven	ˈjavɛn			
brutъ	bulgarian	brut	brut			
vъ	bulgarian	v	v			
ostrovъ	bulgarian	óstrov	ˈɔstrof			
vьčera	bulgarian	včéra	ˈftʃɛrə			
muzgъ	bulgarian	múzga	ˈmuzgə			
osnòvā	bulgarian	osnóva	oˈsnɔvə			
po	bulgarian	po	po			
prosìti	bulgarian	prósja	ˈprɔsʲə			
oldi	bulgarian	ládija	ˈɫad̪ijə			
elbedà	bulgarian	lóboda	ˈlɔbodə			
drebъ	bulgarian	dreb	drɛb			
dǭgà	bulgarian	dăgá	ˈdɤɡə			
gǫgnivъ	bulgarian	găgnív	ɡəɡˈnif			
zmьjà	bulgarian	zmijá	zmiˈja			
tȏkъ	bulgarian	tok	tɔk			
godina	bulgarian	godína	ɡɔˈdinə			
ako	bulgarian	akó	aˈkɔ			
sȗxъ	bulgarian	sux	sux			
tỳlъ	bulgarian	til	til			
nòžь	bulgarian	nož	nɔʃ			
gńilъ	bulgarian	gnil 	ɡniɫ			
kogъda	bulgarian	kogá	koˈɡa			
