dàti	slovak	dáti	ˈdaːti		
sérn̨ь	slovak	srieň	ˈsri̯ɛɲ		
pьšenò	slovak	pšeno	ˈpʃɛnɔ		
protivǫ	slovak	proti	ˈprɔci		
brьdnǫti	slovak	bŕdnuť	ˈbr̩ːdnuc		
čarъ	slovak	čar	ˈt͡ʃar		
slìna	slovak	slina	ˈslina		
žalь	slovak	žiaľ	ˈʒi̯aʎ		
plesti	slovak	pliesť	ˈpli̯ɛsc		
brusьnica	slovak	brusnica	ˈbrusɲit͡sa		
kobьcь	slovak	kobec	ˈkɔbɛt͡s		
sě̀jati	slovak	siať	ˈsi̯ac		
pràvъ	slovak	pravý	ˈpraviː		
polъ	slovak	pol	pol		
kovati	slovak	kovať	ˈkɔvac		
nȃgъ	slovak	nahý	ˈnaɦiː		
ȍko	slovak	oko	ˈɔkɔ		
grubъ	slovak	hrubý	ˈɦrubiː		
sьrna	slovak	srna	ˈsr̩na		
ako	slovak	ako	ˈakɔ		
l̨ūbìti	slovak	ľúbiť	ˈʎuːbic		
kàjati	slovak	kajať sa	ˈkajac sa		
sovà	slovak	sova	ˈsɔva		
lovìti	slovak	loviť	ˈɫɔvic		
voskъ	slovak	vosk	ˈvɔsk		
palьcь	slovak	palec	ˈpalet͡s		
ne	slovak	ne	ˈɲɛ		
màkъ	slovak	mak	ˈmak		
stȃnъ	slovak	stan	ˈstan		
smȏrdъ	slovak	smrad	ˈsmrat		
luščiti	slovak	lúštiť	ˈluːʃcic		
gnusiti	slovak	hnusiť	ˈɦnusic		
blizъkъ	slovak	blízky	ˈbliːski		
elenъ	slovak	jeleň	ˈjɛlɛɲ		
čerpti	slovak	črieť	ˈt͡ʃri̯ɛc		
olьxa	slovak	jelcha	ˈjeloxa		
krotъkъ	slovak	krotký	ˈkrɔtkiː		
mьzdà	slovak	mzda	mzda		
būčàti	slovak	bučať	ˈbut͡ʃac		
rokъ	slovak	rok	ˈrɔk		
vȃrъ	slovak	var	ˈvar		
mьrzěti	slovak	mrzieť	ˈmr̩zi̯ɛc		
sòldъkъ	slovak	sladký	ˈsɫatkiː		
ě̀snъ	slovak	jasný	ˈjasniː		
korỳto	slovak	koryto	ˈkorito		
polìca	slovak	polica	ˈpɔlit͡sa		
tretь	slovak	tretí	ˈtrɛciː		
koterъ	slovak	koterý	ˈkɔcɛriː		
vodìti	slovak	voditi	ˈvɔɟiti		
cě̄và	slovak	cieva	ˈt͡si̯eva		
medjà	slovak	medza	ˈmɛd͡za		
bòlna	slovak	blana	ˈbɫana		
vę̄zàti	slovak	viazať	ˈvi̯azac		
grozdьno	slovak	hrozno	ˈɦrɔznɔ		
krěpъkъ	slovak	krepký	ˈkrepkiː		
serdà	slovak	streda	ˈstreda		
mojь	slovak	môj	mu̯oj		
krȍsno	slovak	krosná	ˈkrɔsnaː		
mь̀čь	slovak	meč	ˈmɛt͡ʃ		
lě̑vъ	slovak	ľavý	ˈʎaviː		
drobězga	slovak	drobizg	ˈdrɔbiz		
ty	slovak	ty	ˈti		
ežь	slovak	jež	je		
degъtь	slovak	decht	ˈɟɛxt		
ǫzъkъ	slovak	úzky	ˈuːski		
zъlъ	slovak	zlý	ˈzɫiː		
jьkro	slovak	ikra	ˈikra		
devętъ	slovak	deviaty	ˈɟɛvi̯ati		
lìpa	slovak	lipa	ˈlipa		
zę̀tь	slovak	zať	ˈzac		
dojìti	slovak	dojiť	ˈdɔjic		
černovъ	slovak	čřenový (zub)	ˈt͡ʃɛnɔviː zzup		
dę̄snà	slovak	ďasno	ˈɟasno		
dǭgà	slovak	dúha	ˈduːɦa		
pǫkъ	slovak	puk	puk		
kolo	slovak	kolo	ˈkolo		
zębnǫti	slovak	ziabnuť	ˈzi̯abnuc		
ȁgoda	slovak	jahoda	ˈjaɦɔda		
čitati	slovak	čítať	ˈt͡ʃiːtac		
sě̀ti	slovak	siať	ˈsi̯ac		
věděti	slovak	vedeť	ˈvɛɟɛc		
gromada	slovak	hromada	ˈɦrɔmada		
tь̏nьkъ	slovak	tenký	ˈcɛŋkiː		
vìděti	slovak	videť	ˈviɟɛc		
orz	slovak	roz-	ˈrɔs		
kopa	slovak	kopa	ˈkopa		
vysòkъ	slovak	vysoký	ˈvisɔkiː		
migati	slovak	migát́	ˈmiɡaːt		
drъgati	slovak	drgať	ˈdr̩ɡac		
pèlti	slovak	pleť	ˈplɛc		
nicati	slovak	nicať	ˈɲit͡sac		
bādàti	slovak	bádať	ˈbaːdac		
lȗbъ	slovak	lub	ˈlup		
čerěnъ	slovak	čereň	ˈt͡ʃɛrɛɲ		
dьrnǫti	slovak	drhnúť	ˈdr̩ɦnuːc		
bràtrъ	slovak	brat(e)r	ˈbrater		
stryjь	slovak	strýc	ˈstriːt͡s		
vě̀jati	slovak	viať	ˈvi̯ac		
lososь	slovak	losos	ˈɫɔsɔs		
kydnǫti	slovak	kydnúť	ˈkidnuːc		
grìva	slovak	hriva	ˈɦriva		
krě̀slo	slovak	krieslo	ˈkri̯ɛsɫɔ		
strycь	slovak	strýc	ˈstriːt͡s		
cě̑lъ	slovak	celý	ˈt͡seliː		
gъrba	slovak	hrb	ˈɦr̩p		
kъlъ	slovak	kel	ˈkɛɫ		
kadìdlo	slovak	kadidlo	ˈkaɟidɫɔ		
ěrь	slovak	jar	ˈjar		
ležàti	slovak	ležať	ˈlɛʒac		
vesti	slovak	viest	ˈvi̯ɛst		
čerslò	slovak	črieslo	ˈt͡ʃri̯ɛsɫɔ		
plъ̀tъ	slovak	plť	pɫ̩c		
però	slovak	pero	ˈpɛrɔ		
māxàti	slovak	máchať	ˈmaːxac		
vъn	slovak	v(o)	ˈv̩ɔ		
tęgnǫti	slovak	tiahnouť	ˈci̯aɦnɔuc		
pòlxъ	slovak	plachý	ˈpɫaxiː		
strъjь	slovak	strýc	ˈstriːt͡s		
zīmà	slovak	zima	ˈzima		
ženà	slovak	žena	ˈʒena		
gruda	slovak	hruda	ˈɦruda		
sě̑no	slovak	seno	ˈsɛnɔ		
virъ	slovak	vir	vir		
vertenò	slovak	vreteno	ˈvrɛcɛnɔ		
čermъšь	slovak	čremcha	ˈt͡ʃremxa		
tręsti	slovak	triasť	ˈtri̯asc		
krъxъ	slovak	krh	kr̩x		
minǫti	slovak	minúť	ˈminuːc		
pòrgъ	slovak	prah	prax		
glȗxъ	slovak	hluchý	ˈɦluxiː		
elbedь	slovak	labuť	ˈɫabuc		
glъtati	slovak	hltať	ˈɦl̩tac		
òrmę	slovak	ramä	ˈrame		
kādìti	slovak	kadiť	ˈkaɟic		
živòtъ	slovak	život	ˈʒivɔt		
sy̑nъ	slovak	syn	sin		
dě̄rà	slovak	diera	ˈɟi̯ɛra		
voinъ	slovak	vojín	ˈvɔjiːn		
modrъ	slovak	modrý	ˈmɔdriː		
mę̑so	slovak	mäso	ˈmæso		
mękъkъ	slovak	mäkký	ˈmekkiː		
lȏvъ	slovak	lov	ˈɫɔu̯		
grǫziti	slovak	hrúžiťsa	ˈɦruːʒicsa		
dȅvętь	slovak	deväť	ˈɟevæc		
v̀ydra	slovak	vydra	ˈvidra		
kropiti	slovak	kropiť	ˈkropic		
jь̑go	slovak	jho	ˈjo̞		
męzdro	slovak	máz(d)ra	ˈmaːsddrara		
ni	slovak	ni	ˈɲi		
rę̑dъ	slovak	rad	ˈrat		
gȏrdъ	slovak	hrad	ˈɦrat		
brìti	slovak	briť	ˈbric		
bȏsъ	slovak	bosý	ˈbɔsiː		
gorěti	slovak	horieť	ˈɦori̯ec		
mǫ̀čiti	slovak	mučiť	ˈmut͡ʃic		
tъ	slovak	ten	tɛn		
někъto	slovak	niekto	ˈɲi̯ɛktɔ		
sъ	slovak	s(e)	se		
sь̑rdьce	slovak	srdce	sr̩tsɛ		
jūxà	slovak	jucha	ˈjuxa		
voldati	slovak	vládať	ˈvɫaːdac		
korenь	slovak	koreň	ˈkɔrɛɲ		
pȋvo	slovak	pivo	pivo		
sòlma	slovak	slama	ˈsɫama		
dętelъ	slovak	ďateľ	ˈɟacɛʎ		
osmъ	slovak	ôsmy	ˈu̯osmi		
prъskati	slovak	prskať	ˈpr̩skac		
l̨ubъ	slovak	ľubý	ˈʎubiː		
ǫ̀glь	slovak	uhoľ	ˈuɦɔʎ		
bě́lъ	slovak	biely	ˈbi̯ɛli		
bȁba	slovak	baba	ˈbaba		
stonъ	slovak	ston	ˈstɔn		
čelověkъ	slovak	človek	ˈt͡ʃɫɔvɛk		
stojati	slovak	stáť	ˈstaːc		
ūzdà	slovak	uzda	ˈuzda		
sȏlь	slovak	soľ	ˈsɔʎ		
pažitь	slovak	pažiť	ˈpaʒic		
dikъ	slovak	diký	ˈɟikiː		
jьmelo	slovak	jemelo	ˈjemelo		
podъ	slovak	pod(e)	ˈpɔdɛː		
ǫ̀zlъ	slovak	uzol	ˈuzol		
mъlva	slovak	mluva	ˈmluva		
ȁsenъ	slovak	jaseň	ˈjasɛɲ		
čȋnъ	slovak	čin	ˈt͡ʃin		
ebàti	slovak	jebat́	ˈjebac		
bě̀gati	slovak	behat	ˈbɛɦat		
dьrbati	slovak	drbať	ˈdr̩bac		
divъ	slovak	div	ˈɟiv		
emela	slovak	jemelo	ˈjemelo		
mъxъ	slovak	mach	ˈmax		
bl̨ьvàti	slovak	bľuvať	ˈbʎuvac		
krěpъ	slovak	krepý	ˈkrepiː		
cě̄dìti	slovak	cediť	ˈt͡sɛɟic		
jьgrati	slovak	hrať	ˈɦrac		
edvà	slovak	ledva	ˈlɛdva		
trъ̑stь	slovak	trsť	tr̩sc		
boln̨a	slovak	blana	ˈbɫana		
vòl̨a	slovak	vôľa	ˈvu̯ɔʎa		
čìstъ	slovak	čistý	ˈt͡ʃistiː		
tvorъ	slovak	tvor	ˈtvɔr		
doltò	slovak	dláto	ˈdɫaːtɔ		
dȃnь	slovak	daň	daɲ		
gǫgnati	slovak	huhňať	ˈɦuɟɲac		
sérnъ	slovak	srieň	ˈsri̯ɛɲ		
l̨utъ	slovak	ľúty	ˈʎuːti		
òrdlo	slovak	radlo	ˈradlo		
vъtorьnikъ	slovak	utorok	ˈutɔrɔk		
podъ̀šьva	slovak	podošva	ˈpɔdɔʃva		
stenàti	slovak	stenať	ˈstɛnac		
trȗpъ	slovak	trup	trup		
nebogъ	slovak	nebohý	ˈɲɛbɔɦiː		
plěsnь	slovak	pleseň	ˈplɛsɛɲ		
mỳdlo	slovak	mydlo	ˈmidɫɔ		
xabiti	slovak	chabiť	ˈxabic		
nuriti	slovak	nuriť sä	ˈnuric sɛ		
vojьna	slovak	vojna	ˈvɔjna		
drevьnь	slovak	drevný	ˈdrevniː		
motati	slovak	motať	ˈmɔtac		
dě́lъ	slovak	diel	ˈɟi̯ɛɫ		
ob	slovak	o	o		
lysъ	slovak	lysý	ˈlisiː		
bьčelà	slovak	včela	ˈft͡ʃɛɫa		
pàdati	slovak	padať	ˈpadac		
dalèkъ	slovak	daleký	ˈdalɛkiː		
čȇrvo	slovak	črevo	ˈt͡ʃrɛvɔ		
xvojь	slovak	chvoja	ˈxvɔja		
drě̄màti	slovak	driemať	ˈdriemac		
nekъto	slovak	niekto	ˈɲi̯ɛktɔ		
govę̀do	slovak	hovädo	ˈɦɔvɛdɔ		
ȁsenь	slovak	jaseň	ˈjasɛɲ		
pālìti	slovak	páliť	ˈpaːlic		
novákъ	slovak	novák	ˈnɔvaːk		
sìla	slovak	sila	ˈsiɫa		
ajьce	slovak	vajce	ˈvajt͡sɛ		
nùdja	slovak	núdza	ˈnuːd͡za		
ęčьmy	slovak	jačmeň	ˈjat͡ʃmɛɲ		
gòlъ	slovak	holý	ˈɦɔɫiː		
stỳdnǫti	slovak	stydnúť	ˈstidnuːc		
kl̨ùka	slovak	kľuka	ˈkʎuka		
vь̀rxъ	slovak	vrch	ˈʋr̩x		
vȏlkъ	slovak	vlak	ˈvɫak		
ȅzero	slovak	jazero	ˈjazɛrɔ		
kuzn̨a	slovak	kúzňa	ˈkuːzɲa		
gatь	slovak	hať	ˈɦac		
metàti	slovak	metať	ˈmɛtac		
ěsti	slovak	jesť	ˈjɛsc		
sỳtъjь	slovak	sýty	ˈsiːti		
znamenьje	slovak	znamenie	ˈzanmɛɲi̯ɛ		
cè̌sta	slovak	cesta	ˈt͡sɛsta		
klъkati	slovak	klkať	ˈkɫac		
stàrъ	slovak	starý	ˈstariː		
plástъ	slovak	plást	ˈpɫaːst		
nȇrstь	slovak	neres	ˈɲɛrɛs		
edъvà	slovak	ledva	ˈlɛdva		
ložìti	slovak	ložiť	ˈɫɔʒic		
tьma	slovak	tma	ˈtma		
orsti	slovak	rásť	ˈraːsc		
krūpà	slovak	krúpy	ˈkruːpi		
sьršenь	slovak	sršeň	ˈsr̩ʃɛɲ		
cě̄nà	slovak	cena	ˈt͡sɛna		
cě̄nìti	slovak	ceniť	ˈt͡sɛɲic		
kъrmъ	slovak	krm	kr̩m		
jьgъlà	slovak	ihla	ˈiɦɫa		
kòšь	slovak	kôš	ku̯oʃ		
vъ	slovak	v(o)	ˈv̩ɔ		
zьrěti	slovak	zrieť	ˈzri̯ɛc		
česnъ	slovak	cesnak	ˈt͡sɛsnak		
kašlь	slovak	kašeľ	ˈkaʃɛʎ		
glǫbòkъ	slovak	hlboký	ˈɦɫ̩bɔkiː		
tьlěti	slovak	tlieť	ˈtli̯ec		
sìto	slovak	sito	ˈsito		
sě̄dló	slovak	sídlo	ˈsiːdɫɔ		
sъsàti	slovak	sať	ˈsac		
pǫ̀to	slovak	puto	ˈputɔ		
kamy	slovak	kameň	ˈkamɛɲ		
žȅlǫdь	slovak	žaluď	ˈʒaɫuc		
bylьje	slovak	býlie	ˈbiːli̯ɛ		
obětjati	slovak	obecať	ˈɔbɛt͡sac		
ȅsenь	slovak	jeseň	ˈjɛsɛɲ		
krǫtъ	slovak	krutý	ˈkrutiː		
l̨ȗdъ	slovak	ľud	ˈʎud		
ěrina	slovak	jarina	ˈjarina		
jьlъ	slovak	íl	iːl		
kyprъ	slovak	kyprý	ˈkipriː		
zȍlto	slovak	zlato	ˈzɫatɔ		
dỳmъ	slovak	dym	ˈdim		
svekrъ	slovak	svokor	ˈsvɔkɔr		
kъn	slovak	k(u)	ku		
àsъtrě̄bъ	slovak	jastrab	ˈjastrap		
lemešь	slovak	lemeš	ˈlɛmɛʃ		
mъšica	slovak	mšica	ˈmʃit͡sa		
esètra	slovak	jeseter	ˈjɛsɛcɛr		
slȍvo	slovak	slovo	ˈsɫɔvɔ		
tęžъkъ	slovak	ťažký	ˈcaʃkiː		
lъskъ	slovak	lesk	ˈlɛsk		
bìčь	slovak	bič	bit͡ʃ		
želě̀zo	slovak	železo	ˈʒeɫezɔ		
pьcьlъ	slovak	peklo	ˈpɛkɫɔ		
bordà	slovak	brada	ˈbrada		
nȏktь	slovak	noc	ˈnɔt͡s		
edinakъ	slovak	jednaký	jednakiː		
myto	slovak	mýto	ˈmiːtɔ		
pȍpelъ	slovak	popel	ˈpɔpɛɫ		
olbǭtь	slovak	labuť	ˈɫabuc		
nedǫ̀gъ	slovak	neduh	ˈneduɦ		
sestrà	slovak	sestra	ˈsɛstra		
lъžь	slovak	lož	ˈɫɔʃ		
xomǫtъ	slovak	chomút	ˈxɔmuːt		
olbǭdь	slovak	labuť	ˈɫabuc		
kūrìti	slovak	kúriť	ˈkuːric		
kórtъ	slovak	dvakrát	ˈdvakraːt		
orlьja	slovak	roľa	ˈrɔʎa		
běžàti	slovak	bežať	ˈbɛʒac		
òsmь	slovak	osem	ˈɔsɛm		
ǫgorь	slovak	úhor	ˈuːɦɔr		
čùti	slovak	čuť	ˈt͡ʃuc		
kȏlsъ	slovak	klas	ˈkɫas		
kỳla	slovak	kyla	ˈkiɫa		
mamiti	slovak	mamiť	ˈmamic		
juže	slovak	už	uʒ		
duti	slovak	duť	ˈduc		
kaliti	slovak	kaliť	ˈkalic		
čelò	slovak	čelo	ˈt͡ʃɛɫɔ		
slimakъ	slovak	slimak	ˈslimak		
mǭkà	slovak	múka	ˈmuːka		
mь̀rtvъ	slovak	mŕtvy	ˈmr̩ːtvɪ		
my̑slь	slovak	myseľ	ˈmisɛʎ		
čùdo	slovak	čudo	ˈt͡ʃudɔ		
làpa	slovak	laba	ˈɫaba		
desętъ	slovak	desiaty	ˈɟɛsi̯ati		
rě̄kà	slovak	rieka	ˈri̯ɛka		
bogàtъ	slovak	bohatý	ˈbɔɦatiː		
orь̀lъ	slovak	orol	ˈorol		
nestì	slovak	niesť	ˈɲi̯ɛsc		
sъdòrvъ	slovak	zdravý	ˈzdraviː		
drȗgъ	slovak	druh	ˈdrux		
gatъ	slovak	hať	ˈɦac		
bolnь	slovak	blana	ˈbɫana		
òrmo	slovak	ramä	ˈrame		
blě̑dъ	slovak	bledý	ˈblɛːdiː		
pǫ́tь	slovak	púť	ˈpuːc		
lozà	slovak	loza	ˈɫɔza		
lonò	slovak	lono	ˈlono		
sě̀verъ	slovak	sever	ˈsever		
gvě̄zdà	slovak	hviezda	ˈɦvi̯ɛzda		
košarъ	slovak	košiar	ˈkoʃi̯ar		
pь̀strъ	slovak	pestrý	ˈpɛstriː		
grěti	slovak	hriať	ˈɦri̯ac		
pāxàti	slovak	páchať	ˈpaːxac		
òrkъ	slovak	rak	ˈrak		
òrtajь	slovak	rataj	ˈrataj		
mě̀ra	slovak	miera	ˈmi̯ɛra		
vȏzъ	slovak	voz	ˈvɔs		
ǫ́žь	slovak	užovka	ˈuʒɔu̯ka		
górdja	slovak	hrádza	ˈɦraːdza		
volděti	slovak	vládať	ˈvɫaːdac		
syrovъ	slovak	surový	ˈsurɔviː		
dьržati	slovak	držať	ˈdr̩ʒac		
bȏgъ	slovak	boh	bɔx		
melkò	slovak	mlieko	ˈmli̯ɛkɔ		
pь̀sъ	slovak	pes	ˈpɛs		
šȇstь	slovak	šesť	ˈʃɛst		
ščenę	slovak	šteňa	ˈʃcɛɲa		
žьltъ	slovak	žltý	ˈʒɫ̩tiː		
remy	slovak	remeň	ˈrɛmɛɲ		
dȏrgъ	slovak	drahý	ˈdraɦiː		
my	slovak	my	ˈmi		
studìti	slovak	studiť	ˈstuɟic		
elbǭtь	slovak	labuť	ˈɫabuc		
tǭgà	slovak	túha	ˈtuːɦa		
gadati	slovak	hádať	ˈɦaːdac		
mȏltъ	slovak	mlat	mɫat		
onъ	slovak	on	ɔn		
gybati	slovak	hýbať	ˈɦiːbac		
mòrzъ	slovak	mráz	ˈmraːs		
kozьlъ	slovak	kozol	ˈkɔzɔɫ		
šьvьcь	slovak	švec	ˈʃvɛt͡s		
pasti	slovak	pásť	ˈpaːsc		
grỳzti	slovak	hrýzť	ˈɦriːsc		
majati	slovak	mávať	ˈmaːvac		
velьkъ	slovak	veľký	ˈvɛʎkiː		
pȅpelъ	slovak	popel	ˈpɔpɛɫ		
tǫ̑gъ	slovak	tuhý	ˈtuɦiː		
čьrpati	slovak	čerpati	ˈt͡ʃɛrpaci		
rovъ	slovak	rov	ˈrɔu̯		
kъde	slovak	kde	ˈɡɟɛ		
elbedà	slovak	loboda	ˈɫɔbɔda		
rȗx	slovak	ruch	ˈrux		
mokrъ	slovak	mokrý	ˈmɔkriː		
ròjь	slovak	roj	ˈrɔj		
čerdà	slovak	čřieda	ˈt͡ʃri̯ɛda		
mǫ̀ka	slovak	muka	ˈmuka		
ežina	slovak	ožina	ˈɔʒina		
molь	slovak	moľ	ˈmɔʎ		
nòvъ	slovak	nový	ˈnɔviː		
gně̀vъ	slovak	hnev	ɦɲeu̯		
mogti	slovak	môcť	ˈmu̯ɔt͡sc		
vodà	slovak	voda	ˈvɔda		
àgnę	slovak	jahňa	ˈjaɦɲa		
kòlda	slovak	klada	ˈkɫada		
vixъrъ	slovak	víchor	ˈviːxɔr		
sъlojь	slovak	sloj	sɫɔj		
brestì	slovak	bŕsť	ˈbr̩ːsc		
vozìti	slovak	voziť	ˈvɔzic		
solnъ	slovak	slaný	ˈsɫaniː		
pȍrsę	slovak	prasa	ˈprasa		
vòn̨a	slovak	vôňe	ˈvʊ̯ɔɲɛ		
kremy	slovak	kremeň	ˈkrɛmɛɲ		
moldъ	slovak	mladý	ˈmɫadiː		
piskorь	slovak	piskor	ˈpiskɔr		
klъcati	slovak	klkať	ˈkɫac		
kolě̀no	slovak	koleno	ˈkɔlɛnɔ		
kašьlь	slovak	kašeľ	ˈkaʃɛʎ		
gǫ̑sь	slovak	hus	ɦus		
dь̀lgъ	slovak	dlhý	ˈdl̩ɦiː		
motyka	slovak	motyka	ˈmɔtika		
polvъ	slovak	plavý	ˈpɫaviː		
rědъkъ	slovak	riedky	ˈri̯ɛtki		
dьlti	slovak	dĺbsť	dɫ̩ːpsc		
kašьl̨ati	slovak	kašlať	ˈkaʃɫac		
vȋdъ	slovak	vid	ˈvit		
pàǭkъ	slovak	pavúk	ˈpavuːk		
bèrza	slovak	breza	ˈbrɛza		
àstrę̄bъ	slovak	jastrab	ˈjastrap		
žerdlò	slovak	žriedlo	ˈʒri̯ɛdɫɔ		
vьdovà	slovak	vdova	ˈvdɔva		
ešče	slovak	ešte	ˈɛʃcɛ		
gȏjь	slovak	hoj	ˈɦɔj		
stàti	slovak	stať sa	ˈstac sa		
līzàti	slovak	lízať	ˈliːzac		
gъnǫti	slovak	hnúť	ˈɦnuːc		
zobàti	slovak	zobať	ˈzɔbac		
ěxati	slovak	jachať	ˈjaxac		
lě̀to	slovak	leto	ˈlɛtɔ		
čemerika	slovak	čemerica	ˈt͡ʃɛmɛrit͡sa		
pǫpъkъ	slovak	pupok	ˈpupɔk		
česnъkъ	slovak	cesnak	ˈt͡sɛsnak		
xoldьnъ	slovak	chladný	ˈxɫadniː		
čermuxa	slovak	čremcha	ˈt͡ʃremxa		
nogъtь	slovak	necht	ˈɲɛxt		
mьn̨ьjь	slovak	menší	ˈmɛnʃiː		
sъmьrtь	slovak	smrť	ˈsmr̩c		
gъrnъ	slovak	grno	ˈɡr̩nɔ		
govorìti	slovak	hovoriť	ˈɦɔvɔric		
męsti	slovak	miasť	ˈmi̯asc		
kazati	slovak	kázať	ˈkaːzac		
akъ	slovak	jaký	ˈjakiː		
ovьcà	slovak	ovca	ˈɔu̯t͡sa		
morà	slovak	mora	ˈmɔra		
mьrkъ	slovak	mrk	ˈmr̩k		
dūxàti	slovak	dúchať	ˈduːxac		
xlě̀bъ	slovak	chlieb	ˈxli̯ɛp		
klěšča	slovak	kliešte	ˈkli̯ɛʃcɛ		
pęti	slovak	pnúť	ˈpnuːc		
bȇrgъ	slovak	breh	ˈbrɛx		
bě̑sъ	slovak	bes	ˈbɛs		
gǫgn̨ati	slovak	huhňať	ˈɦuɟɲac		
lьgъkъ	slovak	ľahký	ˈʎaxkiː		
ǫtrь	slovak	vnútri	ˈvnuːtri		
pȏtъ	slovak	pot	ˈpɔt		
kȏsъ	slovak	kos	ˈkɔs		
pletjè	slovak	plece	ˈplet͡se		
perkъ	slovak	priek	ˈpri̯ek		
kotorъ	slovak	koterý	ˈkɔcɛriː		
bytьje	slovak	bytie	ˈbici̯ɛ		
àblъko	slovak	jablko	jabɫ̩ko		
bьrgъ	slovak	brh	br̩x		
žьlna	slovak	žlna	ˈʒɫ̩na		
edьnakъ	slovak	jednaký	jednakiː		
nāròdъ	slovak	národ	ˈnaːrɔt		
zъvati	slovak	zvať	ˈzvac		
strьženь	slovak	stržeň	ˈstr̩ʒɛɲ		
grę̑znǫti	slovak	hriaznuť	ˈɦri̯aznuc		
mě̀sto	slovak	miesto	ˈmi̯ɛstɔ		
mьrznǫti	slovak	mrznúť	ˈmr̩znuːc		
jьgra	slovak	hra	ˈɦra		
nevě̀sta	slovak	nevěsta	ˈnɛfssta		
òlkomъjь	slovak	lakomý	ˈɫakɔmiː		
tučьnъ	slovak	tučný	ˈtut͡ʃniː		
teti	slovak	tepať	ˈcɛpac		
odolě̀ti	slovak	odolieť	ˈɔdɔli̯ɛc		
nukati	slovak	núkať	ˈnuːkac		
męknǫti	slovak	mäknúť	ˈmɛknuːc		
svętъ	slovak	svätý	ˈsvætiː		
vědrò	slovak	vedro	ˈvɛdrɔ		
otrokъ	slovak	otrok	ˈɔtrɔk		
šìti	slovak	šiť	ˈʃic		
klěščiti	slovak	klieštiť	ˈkli̯ɛʃcic		
krỳti	slovak	kryť	ˈkric		
piskarь	slovak	piskor	ˈpiskɔr		
kǫ̑sъ	slovak	kus	ˈkus		
jùgъ	slovak	juh	ˈjux		
ȅzerъ	slovak	jazero	ˈjazɛrɔ		
čьrvь	slovak	červ	ˈt͡ʃɛrw		
kolto	slovak	klát	ˈkɫaːt		
mě̀sęcь	slovak	mesiac	ˈmɛsi̯at͡s		
nogà	slovak	noha	ˈnɔɦa		
užasъ	slovak	úžas	ˈuːʒas		
slàbъ	slovak	slabý	ˈsɫabiː		
màzati	slovak	mazať	ˈmazac		
vьrsta	slovak	vrstva	ˈʋr̩stva		
grȏmъ	slovak	hrom	ˈɦrɔm		
erębь	slovak	jerab	ˈjɛrap		
ęčati	slovak	jačať	ˈjat͡ʃac		
vě̀ra	slovak	viera	ˈvi̯ɛra		
veslò	slovak	veslo	ˈvɛsɫɔ		
směxъ	slovak	smiech	ˈsmi̯ɛx		
žeravъ	slovak	žeravý	ˈʒɛraviː		
rȏgъ	slovak	roh	ˈrɔx		
pȏlzъ	slovak	plaz	ˈpɫas		
sъ̀nъ	slovak	sen	ˈsɛn		
ǭtròba	slovak	útroba	ˈuːtrɔba		
tȏkъ	slovak	tok	ˈtɔk		
àsъtrę̄bъ	slovak	jastrab	ˈjastrap		
pę̑stь	slovak	päsť	ˈpɛsc		
glěnь	slovak	hlien	ɦli̯en		
tě̑sto	slovak	cesto	ˈt͡sɛstɔ		
paxnǫti	slovak	páchnuť	ˈpaːxnuc		
ȍlovo	slovak	olovo	ˈɔɫɔvɔ		
mara	slovak	mara	ˈmara		
grę̄dà	slovak	hrada	ˈɦrada		
pěšь	slovak	peší	ˈpɛʃiː		
lunà	slovak	luna	ˈluna		
bъrtь	slovak	brt	ˈbr̩t		
kvȃsъ	slovak	kvas	ˈkvas		
pěga	slovak	peha	ˈpɛɦa		
blekotъ	slovak	bľakot	ˈbʎakɔt		
dьnьsь	slovak	dnes	dɲɛs		
obolkъ	slovak	oblak	ˈɔbɫak		
pozdъ	slovak	pozde	ˈpɔzɟɛ		
krakati	slovak	krákať	ˈkraːkac		
tỳlъ	slovak	tylo	ˈtiɫɔ		
lędvьja	slovak	ľadvie	ˈʎadvi̯ɛ		
rodìti	slovak	rodiť	ˈrɔɟic		
pl̨ūtjè	slovak	pľúca	ˈpʎuːt͡sa		
rekti	slovak	riecť	ˈri̯ɛt͡sc		
čerěnь	slovak	čereň	ˈt͡ʃɛrɛɲ		
blistati	slovak	blýskať	ˈbliːskac		
golěnь	slovak	holeň	ˈɦoleɲ		
àblъkъ	slovak	jablko	jabɫ̩ko		
bujьnъ	slovak	bujný	ˈbujniː		
čakati	slovak	čakať	ˈt͡ʃakac		
svòrka	slovak	straka	ˈstraka		
obuti	slovak	obuť	ˈɔbuc		
vorta	slovak	vráta	ˈvraːta		
vy	slovak	vy	ˈvi		
olni	slovak	lani	ˈɫaɲi		
mъrky	slovak	morkva	ˈmɔrkva		
vaditi	slovak	vadiť	ˈvaɟic		
gǫ̀ba	slovak	huba	ˈɦuba		
drevje	slovak	driev	dri̯eu̯		
jьkrà	slovak	ikra	ˈikra		
žàba	slovak	žaba	ˈʒaba		
žeravь	slovak	žeriav	ˈʒɛri̯au̯		
dūšà	slovak	duša	ˈduʃa		
dvòrъ	slovak	dvor	ˈdvɔr		
greti	slovak	hriebsť	ˈɦri̯ɛpsc		
gordjь	slovak	hrádza	ˈɦraːdza		
slùšati	slovak	slušať	ˈsɫuʃac		
pьxati	slovak	pchať	ˈpxac		
